ticket_number;requestor_name;owner_group;issue_category;ticket_type;severity;severity_num;days_open;satisfaction_ind;ticket_status;created_date
267-310054-0290-3-M;Boigie Kirkup;Networking;Access/Login;Request;Low;1;29;Satisfied;Waiting for Requestor Feedback;2020-03-22
018-786871-6951-5-Q;Clerc Shirley;Architecture;Hardware;Request;Low;1;4;Unsatisfied;Open;2020-03-15
074-808134-4197-7-N;Kendra Arrigo;Hardware;Hardware;Issue;Low;1;22;Satisfied;Waiting for Requestor Feedback;2020-03-23
008-333147-1939-4-X;Donetta Radenhurst;Architecture;Systems;Issue;Unassigned;0;32;Unknown;Open;2020-09-24
207-764211-7304-7-E;Kelcey Aleksankin;Security and Governance;Access/Login;Issue;Unassigned;0;4;Unknown;Open;2020-05-17
796-980348-2000-8-I;Alida Tomek;Security and Governance;Access/Login;Request;High;3;18;Unknown;Open;2020-09-18
056-807146-1679-8-G;Tanya Pickworth;Architecture;Systems;Request;Unassigned;0;36;Unknown;Open;2020-10-17
165-405998-4591-3-P;Wain Skipping;Networking;Hardware;Request;Medium;2;18;Unknown;Resolved;2020-04-21
254-980514-1920-4-Q;Guinevere Neylon;Software;Software;Request;Low;1;29;Unknown;Waiting for Requestor Feedback;2020-10-09
277-354100-7998-0-F;Devonne Scyone;Architecture;Hardware;Issue;Medium;2;8;Satisfied;Open;2020-08-02
991-897643-3815-1-W;Elisha Rickertsen;Hardware;Hardware;Request;High;3;15;Satisfied;Waiting for Requestor Feedback;2020-04-17
427-659419-6291-9-J;Eugine Punshon;Software;Access/Login;Request;Unassigned;0;14;Satisfied;Waiting for Requestor Feedback;2020-07-24
342-852775-2061-2-V;Jenelle Leason;Architecture;Hardware;Issue;High;3;23;Satisfied;Open;2020-04-01
726-646987-3575-9-V;Terza Kordova;Networking;Hardware;Issue;Low;1;29;Unsatisfied;Open;2020-08-06
418-749259-9890-9-H;Andra Birkmyre;Networking;Access/Login;Request;High;3;20;Unknown;Resolved;2020-07-12
267-532245-1230-5-W;Lolita Cumbers;Security and Governance;Access/Login;Request;Low;1;32;Unknown;Open;2020-05-14
605-233176-8925-8-U;Carmita Sneddon;Hardware;Systems;Issue;Unassigned;0;34;Satisfied;Resolved;2020-09-29
265-665766-8823-2-Z;Stanleigh Migheli;Networking;Hardware;Issue;Low;1;7;Unknown;Open;2020-03-23
132-569691-0959-5-N;Dwayne Meriel;Architecture;Systems;Request;High;3;37;Satisfied;Resolved;2020-03-23
841-026505-7107-3-P;Maury Cicerone;Networking;Systems;Request;Medium;2;19;Unsatisfied;Waiting for Requestor Feedback;2020-04-25
353-011908-3284-8-T;Tamarra Brissenden;Networking;Hardware;Issue;Unassigned;0;1;Satisfied;Open;2020-04-15
447-182121-6874-1-M;Winslow Twinborne;Architecture;Systems;Issue;Unassigned;0;29;Unknown;Open;2020-05-17
259-790223-9169-6-L;Rora Galliford;Architecture;Systems;Issue;Unassigned;0;20;Unknown;Open;2020-10-19
552-103076-6311-4-H;Leonhard Herrero;Networking;Access/Login;Request;Medium;2;13;Satisfied;Open;2020-05-04
731-780394-9335-2-D;Dayna Barnewille;Software;Software;Request;High;3;3;Unknown;Open;2020-09-20
724-892306-6799-4-I;Bryna Stewart;Architecture;Hardware;Issue;Unassigned;0;8;Unknown;Open;2020-10-18
278-724219-0767-9-R;Aprilette Risely;Architecture;Systems;Request;Unassigned;0;30;Satisfied;Open;2020-08-19
248-958429-7160-0-O;Veradis Clutram;Software;Software;Issue;Medium;2;4;Unknown;Resolved;2020-05-31
970-528238-2191-2-Q;Reginald Orry;Architecture;Hardware;Issue;Unassigned;0;10;Unsatisfied;Open;2020-07-28
152-692419-5207-2-B;Ban Cockman;Security and Governance;Access/Login;Issue;Low;1;3;Unknown;Open;2020-08-15
100-917421-2732-6-Q;Elsa Nijssen;Hardware;Systems;Request;Low;1;37;Satisfied;Resolved;2020-04-05
234-743936-9298-6-S;Suzie Storkes;Networking;Systems;Issue;Unassigned;0;24;Satisfied;Open;2020-08-03
675-882561-7008-4-Z;Dennie Wainwright;Architecture;Systems;Request;Low;1;18;Unknown;Open;2020-09-06
009-952606-6224-7-R;Willa Blann;Architecture;Hardware;Request;High;3;2;Unknown;Open;2020-08-06
438-121270-4270-5-P;Lyn Kocher;Hardware;Systems;Issue;High;3;12;Satisfied;Closed - No Action;2020-07-19
964-938820-8802-4-P;Jennette Gabriel;Architecture;Hardware;Issue;Medium;2;35;Satisfied;Open;2020-04-30
735-576105-3353-5-W;Alisha Hamprecht;Hardware;Systems;Issue;Unassigned;0;32;Satisfied;Open;2020-05-08
884-840723-5666-3-X;Sibyl Panniers;Architecture;Hardware;Issue;Unassigned;0;11;Satisfied;Open;2020-06-10
971-894260-4714-3-Z;Aguie Rayson;Hardware;Systems;Issue;High;3;22;Unsatisfied;Closed - No Action;2020-08-15
614-175964-9904-2-P;Dyna Goneau;Security and Governance;Access/Login;Issue;Medium;2;6;Satisfied;Open;2020-10-04
486-121238-1473-8-V;Orelle Yonnie;Hardware;Hardware;Issue;Unassigned;0;5;Unknown;Open;2020-07-14
758-768874-1957-3-K;Burnaby Tovey;Networking;Hardware;Issue;Unassigned;0;15;Satisfied;Open;2020-08-16
209-056192-1047-1-X;Terence Danby;Networking;Access/Login;Request;Unassigned;0;18;Satisfied;Open;2020-03-22
672-225209-5078-8-O;Athene Ryle;Architecture;Hardware;Issue;Unassigned;0;12;Satisfied;Open;2020-03-19
473-874353-8995-8-E;Natassia Craine;Architecture;Hardware;Request;Unassigned;0;10;Satisfied;Open;2020-07-31
671-330752-2692-2-U;Edik Northleigh;Architecture;Systems;Issue;Low;1;35;Unsatisfied;Closed - No Action;2020-05-15
404-133092-1267-5-X;Toma Adamsson;Architecture;Systems;Issue;Low;1;9;Unknown;Open;2020-10-01
068-868460-1560-0-D;Coriss Reasce;Software;Software;Request;Unassigned;0;9;Unknown;Waiting for Requestor Feedback;2020-03-26
956-239745-5820-0-I;Karissa Doubrava;Hardware;Systems;Issue;Unassigned;0;18;Satisfied;Open;2020-03-27
970-608834-1377-3-C;Mile Jorczyk;Networking;Access/Login;Request;Medium;2;19;Satisfied;Open;2020-07-14
984-913266-9971-6-L;Shurlock Daunter;Architecture;Systems;Request;Unassigned;0;17;Unknown;Open;2020-04-07
595-869741-0553-5-D;Shanda Robbey;Networking;Systems;Issue;High;3;1;Unknown;Resolved;2020-07-09
802-264557-0314-5-V;Carey O'Hallihane;Networking;Systems;Issue;Unassigned;0;9;Satisfied;Waiting for Requestor Feedback;2020-08-03
899-389841-5532-3-L;Kirby Mepham;Networking;Access/Login;Request;Unassigned;0;30;Unsatisfied;Resolved;2020-05-21
938-581357-7389-7-J;Pansy Albany;Software;Software;Request;Unassigned;0;36;Satisfied;Open;2020-03-31
430-583351-6004-0-S;Nelson Okenden;Security and Governance;Access/Login;Request;Unassigned;0;37;Satisfied;Resolved;2020-04-03
394-090075-4511-0-T;Rube Ida;Hardware;Hardware;Request;Unassigned;0;24;Unknown;Open;2020-08-03
695-632357-3918-0-D;Ailbert Prevett;Networking;Access/Login;Issue;Medium;2;26;Satisfied;Open;2020-05-27
568-608818-2940-6-B;Robinette Marrows;Software;Software;Request;Medium;2;24;Unknown;Open;2020-06-07
849-795868-2472-7-W;Aubry McNeigh;Architecture;Systems;Request;Medium;2;16;Satisfied;Open;2020-09-16
831-173241-4877-7-G;Fritz Vazquez;Networking;Hardware;Issue;Medium;2;7;Unknown;Resolved;2020-05-10
787-254203-7709-2-D;Lucienne Craythorn;Architecture;Systems;Issue;High;3;22;Unsatisfied;Open;2020-08-03
635-958558-7160-2-H;Jillane Boxer;Hardware;Hardware;Issue;High;3;15;Satisfied;Resolved;2020-07-03
946-941242-2912-1-I;Gnni Delicate;Architecture;Hardware;Issue;Medium;2;5;Unknown;Open;2020-04-28
114-140461-3483-7-Z;Moira Lansberry;Networking;Access/Login;Issue;High;3;18;Satisfied;Waiting for Requestor Feedback;2020-03-21
606-560168-6237-3-H;Paige Harrod;Software;Software;Issue;Medium;2;3;Satisfied;Open;2020-07-09
201-027650-6288-5-I;Stanford Ure;Architecture;Systems;Issue;Unassigned;0;20;Unknown;Open;2020-03-09
257-111979-1011-3-L;Lisha Longbottom;Networking;Systems;Issue;Medium;2;2;Unsatisfied;Open;2020-03-19
475-817046-4932-3-E;Sheilakathryn Sheerin;Software;Software;Request;Unassigned;0;28;Satisfied;Open;2020-05-03
918-402061-3167-2-J;Gwen Hartshorn;Architecture;Systems;Request;Medium;2;9;Unknown;Resolved;2020-10-14
752-447439-0818-3-B;Sigismondo Barday;Software;Access/Login;Request;Low;1;23;Unknown;Open;2020-03-18
748-783963-9537-1-Y;Ingram Parry;Architecture;Hardware;Request;Medium;2;36;Satisfied;Waiting for Requestor Feedback;2020-03-28
122-502122-2165-7-C;Townsend Taill;Hardware;Systems;Request;High;3;8;Unknown;Open;2020-05-25
232-290535-0401-3-X;Matilda Lethby;Hardware;Systems;Request;Low;1;33;Satisfied;Open;2020-07-20
988-191220-9087-7-U;Mohandas Evered;Security and Governance;Access/Login;Request;Low;1;4;Satisfied;Open;2020-04-28
619-314705-2133-9-H;Jonah Dobinson;Architecture;Hardware;Request;Medium;2;28;Satisfied;Open;2020-06-06
231-925024-4848-4-M;Myca Yearn;Hardware;Systems;Request;Unassigned;0;14;Unknown;Open;2020-03-31
455-262461-8907-3-Q;Kiley McIlhatton;Architecture;Systems;Request;Medium;2;8;Satisfied;Open;2020-05-27
541-098458-1698-5-J;Ogden Roscamps;Networking;Systems;Request;High;3;29;Satisfied;Open;2020-10-18
416-008164-2955-2-B;Holden Berston;Architecture;Systems;Issue;Low;1;11;Satisfied;Waiting for Requestor Feedback;2020-08-26
190-134148-9664-0-N;Jerrie Gabrieli;Networking;Hardware;Request;Low;1;11;Satisfied;Open;2020-09-15
917-937873-6084-5-X;Leoine Eslie;Software;Access/Login;Issue;Low;1;17;Satisfied;Open;2020-08-19
088-433303-3637-1-F;Ailsun Farnin;Architecture;Hardware;Issue;Unassigned;0;18;Satisfied;Open;2020-04-27
690-259473-5310-9-K;Jae Sweetsur;Security and Governance;Access/Login;Request;Low;1;21;Unknown;Open;2020-10-12
004-382238-4216-9-I;Geralda Minico;Architecture;Systems;Issue;Low;1;3;Unsatisfied;Open;2020-09-10
573-108253-6870-9-B;Nari Hegel;Hardware;Hardware;Request;Low;1;2;Satisfied;Resolved;2020-06-03
318-995569-5694-2-I;Doralynne Tilbrook;Security and Governance;Access/Login;Issue;Unassigned;0;2;Satisfied;Open;2020-05-19
901-999853-9557-7-B;Deane Bentick;Networking;Systems;Request;High;3;18;Satisfied;Open;2020-08-20
606-116163-7371-7-T;Alonzo Yannoni;Architecture;Hardware;Issue;High;3;20;Satisfied;Open;2020-09-22
361-281894-7321-5-O;Tisha Aimer;Hardware;Hardware;Issue;Low;1;36;Unknown;Open;2020-08-08
447-143852-6709-7-M;Frederick Merfin;Hardware;Hardware;Issue;High;3;25;Satisfied;Open;2020-03-09
860-786798-8643-3-T;Reinaldo Stratiff;Architecture;Hardware;Issue;Unassigned;0;14;Unknown;Closed - No Action;2020-04-10
816-243340-5643-4-E;Gypsy Cunnell;Security and Governance;Access/Login;Request;Low;1;35;Unknown;Open;2020-06-01
695-409455-1147-0-E;Carolina De Marchi;Hardware;Systems;Request;Unassigned;0;32;Unknown;Closed - No Action;2020-07-15
859-654577-3074-4-R;Carole Croydon;Security and Governance;Access/Login;Request;Low;1;20;Satisfied;Open;2020-09-01
401-170532-8281-9-Y;Levon Kondratovich;Software;Software;Issue;Medium;2;3;Satisfied;Open;2020-05-02
636-161558-7687-3-T;Lorrin McGannon;Software;Software;Issue;Low;1;15;Unknown;Open;2020-05-12
896-408642-6834-3-D;Keely Tappington;Architecture;Systems;Issue;Unassigned;0;9;Unknown;Open;2020-07-11
927-713987-8008-6-A;Munmro Foister;Architecture;Systems;Request;High;3;23;Satisfied;Open;2020-07-11
327-853534-0370-1-B;Aileen Janz;Hardware;Hardware;Issue;Unassigned;0;11;Satisfied;Open;2020-08-07
059-841413-6688-0-C;Mallissa Bau;Security and Governance;Access/Login;Issue;Unassigned;0;13;Unknown;Open;2020-07-23
525-639839-5033-8-F;Wilone Henke;Hardware;Hardware;Request;Unassigned;0;8;Unknown;Open;2020-09-29
790-735048-4927-8-Z;Rahel Puffett;Networking;Systems;Issue;Medium;2;6;Unknown;Resolved;2020-06-16
345-673048-1791-4-Q;Yelena Foux;Architecture;Systems;Issue;Unassigned;0;25;Unknown;Waiting for Requestor Feedback;2020-04-07
083-195125-7767-7-W;Lewie Huikerby;Networking;Systems;Issue;Unassigned;0;7;Satisfied;Waiting for Requestor Feedback;2020-08-03
513-980573-9560-7-F;Marinna Roddam;Hardware;Systems;Issue;Low;1;18;Satisfied;Open;2020-08-30
223-770699-8447-5-Q;Emalia Chittleburgh;Security and Governance;Access/Login;Request;Unassigned;0;16;Unsatisfied;Open;2020-08-16
993-857784-8739-1-M;Westleigh Heibl;Networking;Access/Login;Issue;Medium;2;8;Satisfied;Waiting for Requestor Feedback;2020-03-25
103-100898-7068-9-H;Marlane Collard;Security and Governance;Access/Login;Issue;Low;1;12;Satisfied;Open;2020-10-14
975-131417-4382-7-T;Revkah Foley;Hardware;Hardware;Issue;Medium;2;24;Unsatisfied;Open;2020-05-30
664-584808-8274-5-T;Allix Hamp;Networking;Systems;Request;Medium;2;21;Satisfied;Open;2020-04-14
257-715868-0427-6-R;Shurwood Hentze;Hardware;Systems;Issue;Unassigned;0;13;Satisfied;Waiting for Requestor Feedback;2020-09-24
000-287091-9817-6-H;Nathalia Bice;Networking;Systems;Request;High;3;5;Unknown;Resolved;2020-07-24
246-633269-1277-5-J;Kipper Cattroll;Hardware;Systems;Request;Low;1;25;Unknown;Open;2020-06-10
752-611548-7001-3-I;Carson Bickerstaffe;Hardware;Hardware;Request;Medium;2;35;Unknown;Open;2020-05-07
271-574528-6199-6-Z;Jonathan Blakelock;Architecture;Systems;Request;Unassigned;0;16;Satisfied;Open;2020-09-17
152-419825-0307-8-H;Terra Figiovanni;Software;Access/Login;Request;Low;1;31;Satisfied;Waiting for Requestor Feedback;2020-09-11
599-310303-2480-7-L;Fay Boyett;Architecture;Systems;Request;Unassigned;0;35;Satisfied;Open;2020-05-12
300-337377-7965-4-O;Marchelle Chalice;Architecture;Hardware;Issue;Low;1;29;Unknown;Open;2020-07-17
346-786514-6262-2-X;Maritsa Sylvester;Architecture;Systems;Request;Medium;2;26;Unsatisfied;Closed - No Action;2020-09-17
932-964725-8880-4-H;Dulcinea Quarrington;Software;Access/Login;Issue;Medium;2;18;Unknown;Waiting for Requestor Feedback;2020-08-09
270-452992-4612-9-M;Ana Savin;Architecture;Systems;Issue;Unassigned;0;18;Unsatisfied;Open;2020-05-15
113-621272-7110-4-W;Petronilla Thowes;Software;Software;Request;Unassigned;0;36;Satisfied;Open;2020-04-18
301-983905-0602-5-K;Kelli Mellem;Architecture;Hardware;Issue;Unassigned;0;13;Satisfied;Open;2020-10-04
569-711941-4635-5-R;Lorita Patria;Hardware;Hardware;Request;Low;1;34;Satisfied;Waiting for Requestor Feedback;2020-03-15
222-026652-0172-1-G;Mahalia Ambler;Hardware;Hardware;Request;Low;1;27;Satisfied;Closed - No Action;2020-03-07
393-578019-8250-4-H;Nikki Brettel;Architecture;Systems;Issue;Low;1;5;Satisfied;Open;2020-04-05
266-269686-9605-5-L;Mauricio Rouch;Software;Access/Login;Request;High;3;4;Satisfied;Closed - No Action;2020-07-18
203-442061-0076-8-Q;Elise Kunneke;Hardware;Hardware;Request;Medium;2;25;Unknown;Resolved;2020-05-09
156-311546-9749-3-Q;Kelly Linsay;Networking;Systems;Request;Medium;2;22;Unknown;Open;2020-03-03
178-093367-8210-9-A;De witt Walkden;Software;Software;Issue;Medium;2;2;Satisfied;Open;2020-10-16
949-633948-8782-8-N;Bethanne Saich;Networking;Hardware;Issue;High;3;25;Unknown;Resolved;2020-04-27
460-884161-3573-9-S;Sid Rakestraw;Networking;Systems;Issue;Unassigned;0;20;Satisfied;Open;2020-06-25
840-900650-3424-7-X;Florida Spawell;Hardware;Hardware;Issue;Medium;2;33;Unknown;Waiting for Requestor Feedback;2020-07-17
362-486463-0476-6-V;Gael Mariolle;Software;Access/Login;Issue;Low;1;31;Satisfied;Open;2020-03-24
061-012364-4579-4-F;Orion Lambrecht;Software;Access/Login;Request;Medium;2;17;Unsatisfied;Open;2020-09-13
653-186191-0812-5-S;Sue Meryett;Architecture;Systems;Request;Low;1;31;Satisfied;Open;2020-06-09
539-304446-9749-8-B;Miguel Baume;Hardware;Hardware;Request;Medium;2;28;Satisfied;Open;2020-09-27
872-002468-4253-3-L;Jorrie Wessell;Networking;Access/Login;Issue;High;3;20;Satisfied;Open;2020-07-30
331-166503-6957-8-C;Neddy Bucklee;Security and Governance;Access/Login;Request;Unassigned;0;35;Satisfied;Open;2020-08-05
423-076942-9564-4-D;Dianna Skaife d'Ingerthorpe;Architecture;Hardware;Request;Low;1;10;Unknown;Open;2020-10-27
884-233518-6991-0-O;Grier Tebbe;Software;Software;Request;Low;1;5;Unknown;Open;2020-08-14
092-194639-8118-5-B;Syd Piegrome;Architecture;Systems;Request;Unassigned;0;26;Satisfied;Open;2020-09-06
829-910706-9676-7-X;Cyndie Gaskamp;Security and Governance;Access/Login;Request;Unassigned;0;35;Satisfied;Resolved;2020-08-04
767-979730-7717-5-J;Andree Barenski;Hardware;Systems;Request;Low;1;15;Satisfied;Open;2020-05-22
932-967963-3903-1-G;Fredrick Jent;Networking;Access/Login;Request;Low;1;34;Unsatisfied;Open;2020-05-03
482-617674-8433-0-F;Brande Thornhill;Software;Access/Login;Request;Medium;2;20;Unknown;Closed - No Action;2020-08-26
704-318504-9273-6-J;Vilhelmina Soden;Security and Governance;Access/Login;Issue;High;3;29;Unknown;Open;2020-09-25
077-689701-7168-3-U;Larry Styant;Architecture;Systems;Issue;Unassigned;0;15;Unknown;Open;2020-10-21
715-762357-0028-8-I;Francisca Agass;Architecture;Systems;Request;Low;1;10;Satisfied;Open;2020-10-16
417-639911-2478-0-D;Chet Braywood;Software;Software;Issue;Medium;2;24;Satisfied;Open;2020-08-13
432-438735-8195-5-K;Harp Dunnet;Architecture;Hardware;Request;Low;1;10;Satisfied;Open;2020-03-01
742-490997-7001-3-O;Dorey Vidyapin;Networking;Hardware;Request;Unassigned;0;34;Unsatisfied;Open;2020-05-31
782-523767-5534-7-B;Phyllys Antowski;Security and Governance;Access/Login;Issue;Low;1;32;Unsatisfied;Open;2020-06-28
839-459937-0891-5-D;Ernesta Hounihan;Security and Governance;Access/Login;Issue;Low;1;35;Satisfied;Open;2020-10-01
352-754614-7587-8-B;Charissa Harmon;Hardware;Systems;Request;Low;1;10;Satisfied;Resolved;2020-03-23
276-461331-5601-2-P;Alana Oki;Software;Software;Issue;Medium;2;13;Unknown;Open;2020-10-20
545-278217-9443-7-H;Kitti Penticost;Networking;Access/Login;Issue;High;3;25;Unsatisfied;Waiting for Requestor Feedback;2020-08-16
007-280104-8919-1-J;Emili Toffetto;Architecture;Systems;Issue;Medium;2;10;Unsatisfied;Open;2020-09-08
630-784100-6289-8-V;Gannon Hauxley;Software;Access/Login;Issue;Unassigned;0;25;Unsatisfied;Resolved;2020-09-01
545-574710-9700-8-Z;Elberta Vasyuchov;Security and Governance;Access/Login;Request;Low;1;35;Unknown;Closed - No Action;2020-03-30
029-716666-8760-5-M;Amalle Bartak;Networking;Hardware;Issue;Low;1;27;Unknown;Open;2020-04-03
015-077527-7661-8-X;Odo Dukes;Networking;Systems;Issue;Unassigned;0;17;Satisfied;Resolved;2020-04-27
689-478783-6509-7-Q;Carl Maris;Architecture;Systems;Issue;Low;1;11;Unknown;Open;2020-05-13
043-268355-6945-0-H;Torey Merman;Architecture;Hardware;Request;Unassigned;0;9;Satisfied;Resolved;2020-05-22
444-135572-9817-7-Z;Rodger Raikes;Security and Governance;Access/Login;Request;Unassigned;0;14;Satisfied;Open;2020-04-20
314-118116-3163-3-F;Augie Dumbare;Security and Governance;Access/Login;Issue;Unassigned;0;34;Satisfied;Resolved;2020-07-23
515-235838-0733-3-A;Griffith Pennrington;Networking;Hardware;Request;Unassigned;0;6;Satisfied;Open;2020-09-29
492-807703-1323-6-W;Courtnay Langmead;Architecture;Systems;Issue;Low;1;30;Unknown;Waiting for Requestor Feedback;2020-08-23
596-097145-7729-8-Y;Nolana Lopes;Hardware;Hardware;Issue;Low;1;25;Satisfied;Open;2020-03-01
254-447772-1633-1-T;Emmalee Speeks;Software;Software;Request;Unassigned;0;29;Unsatisfied;Open;2020-06-11
156-915271-4596-6-T;Othilie Stamper;Hardware;Hardware;Request;Low;1;14;Satisfied;Open;2020-06-05
593-723683-3707-7-E;Ethe Scandred;Networking;Hardware;Request;Unassigned;0;10;Satisfied;Resolved;2020-03-17
112-129838-3287-5-L;Emlyn Joselevitz;Security and Governance;Access/Login;Request;Unassigned;0;35;Satisfied;Open;2020-03-19
468-739493-1715-1-Z;Dani Chantree;Architecture;Systems;Request;Low;1;1;Satisfied;Resolved;2020-09-09
764-932118-6721-4-I;Evaleen Mutlow;Security and Governance;Access/Login;Request;Medium;2;22;Unsatisfied;Waiting for Requestor Feedback;2020-03-19
875-141723-8188-2-X;Helen-elizabeth Goschalk;Software;Software;Issue;Unassigned;0;23;Satisfied;Open;2020-05-19
650-056442-2947-8-L;Nicky Buckenham;Security and Governance;Access/Login;Request;Unassigned;0;6;Unknown;Open;2020-05-06
643-836231-5529-2-R;Elia Skahill;Hardware;Hardware;Issue;Medium;2;21;Satisfied;Open;2020-07-25
696-524367-2250-5-U;Danita Beswick;Security and Governance;Access/Login;Request;Medium;2;31;Unknown;Resolved;2020-04-08
862-044306-0025-3-C;Stanfield Fortey;Networking;Systems;Issue;Low;1;6;Satisfied;Open;2020-03-01
499-502854-2672-5-Q;Miguela Stoffels;Hardware;Systems;Request;Unassigned;0;28;Unknown;Waiting for Requestor Feedback;2020-10-23
525-105589-4854-5-W;Teddy Heaker;Networking;Access/Login;Issue;High;3;14;Unknown;Closed - No Action;2020-05-15
854-365786-8931-2-B;Christal Andrey;Networking;Access/Login;Issue;Unassigned;0;3;Unknown;Open;2020-10-01
519-136656-3033-2-I;Ramsay Hunston;Hardware;Systems;Issue;Low;1;4;Unknown;Open;2020-05-05
518-102507-0700-7-M;Francene Pideon;Hardware;Systems;Request;Low;1;5;Satisfied;Open;2020-06-11
362-394478-0972-5-G;Maxy Daintree;Architecture;Hardware;Request;Unassigned;0;19;Unknown;Resolved;2020-07-09
134-114157-8507-4-V;Reinold Joicey;Software;Access/Login;Request;High;3;11;Unknown;Open;2020-10-26
093-824745-2118-2-C;Benedetto Benoey;Software;Access/Login;Issue;Unassigned;0;16;Satisfied;Waiting for Requestor Feedback;2020-09-28
661-770052-2982-5-H;Ileane Boyer;Software;Software;Request;Low;1;32;Unknown;Open;2020-04-21
883-976998-6615-3-Q;Kimmie Benoit;Architecture;Hardware;Request;Unassigned;0;9;Satisfied;Open;2020-09-06
120-702861-0391-1-C;Gaston Patters;Architecture;Systems;Request;Unassigned;0;2;Satisfied;Open;2020-07-04
059-773714-2980-3-H;Traci Livingstone;Hardware;Hardware;Issue;Low;1;14;Unknown;Open;2020-08-13
010-520153-4681-2-B;Stuart Kerton;Hardware;Hardware;Request;High;3;3;Satisfied;Open;2020-08-03
153-738127-8738-5-L;Kenn Cushworth;Networking;Hardware;Issue;High;3;36;Satisfied;Waiting for Requestor Feedback;2020-03-08
133-092814-2025-4-Z;Nikolaus Pedlow;Hardware;Systems;Request;Unassigned;0;9;Unsatisfied;Resolved;2020-10-22
505-286118-5372-7-K;Cleveland Woolrich;Architecture;Systems;Issue;High;3;29;Satisfied;Resolved;2020-04-21
648-214738-2714-7-F;Washington Portsmouth;Architecture;Hardware;Issue;Medium;2;13;Unsatisfied;Open;2020-08-23
062-387631-7461-9-I;Alexandr Phizacklea;Hardware;Systems;Request;Unassigned;0;24;Satisfied;Waiting for Requestor Feedback;2020-04-02
433-841460-8000-0-L;Saraann Foux;Networking;Systems;Issue;Unassigned;0;5;Unknown;Resolved;2020-05-04
563-501854-2758-9-X;Conrade Britch;Networking;Hardware;Request;Unassigned;0;23;Unknown;Resolved;2020-03-14
504-865627-4969-8-Y;Giulietta Robelin;Architecture;Systems;Issue;Medium;2;3;Unsatisfied;Open;2020-08-11
428-930631-2946-9-M;Cary Hunt;Networking;Access/Login;Request;Medium;2;18;Satisfied;Open;2020-07-02
510-251598-5561-4-G;Jack Bertson;Software;Software;Issue;Unassigned;0;17;Satisfied;Open;2020-07-11
986-192525-9896-5-Y;Carol-jean Yonge;Architecture;Hardware;Request;Unassigned;0;25;Satisfied;Open;2020-09-12
493-754943-1181-8-J;Case Haxley;Software;Software;Issue;Medium;2;1;Satisfied;Open;2020-10-27
815-337837-7312-6-L;Swen Conrart;Architecture;Hardware;Issue;Low;1;9;Unknown;Open;2020-04-30
157-840788-7098-5-A;Cody Skyrme;Architecture;Systems;Issue;Low;1;6;Unsatisfied;Open;2020-05-11
727-421044-8506-5-Z;Odey Merrien;Hardware;Hardware;Request;Low;1;16;Satisfied;Waiting for Requestor Feedback;2020-04-16
189-956130-5377-4-T;Jaclyn Rosewall;Networking;Systems;Issue;Medium;2;15;Satisfied;Open;2020-05-26
700-710761-1013-4-I;Pren Olligan;Security and Governance;Access/Login;Request;Unassigned;0;25;Satisfied;Open;2020-09-08
886-259307-3525-9-Q;Persis Skeech;Hardware;Hardware;Issue;Unassigned;0;7;Unsatisfied;Resolved;2020-07-02
445-094025-6494-6-V;Lesya Boat;Hardware;Systems;Issue;Unassigned;0;28;Unknown;Open;2020-09-12
219-161288-9456-6-X;Julietta Hedylstone;Security and Governance;Access/Login;Request;Unassigned;0;6;Satisfied;Open;2020-08-03
569-283185-3014-2-J;Hershel Aidler;Hardware;Systems;Request;Low;1;37;Unknown;Waiting for Requestor Feedback;2020-06-06
526-863827-0617-2-T;Garik Knapp;Hardware;Hardware;Issue;Medium;2;21;Unknown;Open;2020-10-18
512-041833-7877-7-I;Vitoria Shipcott;Hardware;Hardware;Issue;Low;1;17;Satisfied;Open;2020-04-14
611-826524-5249-9-U;Ruthe Goodlip;Software;Software;Issue;Unassigned;0;28;Unknown;Open;2020-07-16
993-826010-4598-2-H;Andi Clemencon;Networking;Access/Login;Issue;Unassigned;0;16;Unknown;Open;2020-05-15
351-012789-1182-1-V;Jereme Shapcote;Software;Access/Login;Issue;Low;1;23;Unsatisfied;Open;2020-04-05
621-669698-6086-5-Z;Emelita Lea;Networking;Systems;Request;High;3;17;Unknown;Resolved;2020-10-21
567-564585-5702-0-B;Wrennie Redfearn;Hardware;Hardware;Issue;Low;1;31;Satisfied;Open;2020-08-13
386-410567-9265-4-X;Archaimbaud Lerigo;Networking;Access/Login;Issue;Unassigned;0;22;Satisfied;Open;2020-06-18
250-402616-1420-3-O;Judi Ringrose;Security and Governance;Access/Login;Issue;High;3;21;Unknown;Waiting for Requestor Feedback;2020-06-03
760-482742-9049-4-S;Alysa Boerder;Security and Governance;Access/Login;Issue;High;3;6;Unknown;Waiting for Requestor Feedback;2020-06-14
597-496227-9287-2-H;Derby Andryszczak;Hardware;Systems;Issue;Unassigned;0;26;Unknown;Open;2020-09-13
370-929505-7584-6-W;Reese Strelitzki;Software;Software;Request;High;3;1;Satisfied;Resolved;2020-03-05
824-873278-1597-8-F;Dukey Morfield;Networking;Hardware;Request;Low;1;21;Satisfied;Open;2020-07-09
023-032375-0892-0-G;Cynthea Spritt;Hardware;Systems;Request;Medium;2;10;Satisfied;Open;2020-05-08
